gpscoordinates_longitude,email,complaint_type,location,CreatedAt,title,citizenName,category,economicImpact,environmentalImpact,emotion,lastUpdatedDate,ResolutionTime,tehsil,id,complaintType,socialImpact,pincode,status,district,date,submissionDate,complaint,contactNumber,updatedAt,relatedPolicies,subcategory,urgencyLevel,ward,gpscoordinates_latitude,isAnonymous,estimated,departmentAssigned
78.2333,example1051@gmail.com,Waste Management,Meerut,2025-02-05 01:41:04,Sample Title 1051,Deepak Singh,Sanitation,Increased healthcare costs,Pollution and contamination,Annoyed,2025-02-05,3,N/A,1051,,Health hazards and unhygienic conditions,244242,Closed,Ujhari,,2025-02-05,The garbage collection trucks don't come on time. The garbage piles up on the streets and creates a bad smell.,7674241756,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,28.85,True,57,Sanitation Department
78.05,example1052@gmail.com,पानी की आपूर्ति,लखनऊ,2025-02-05 01:41:04,Sample Title 1052,राहुल यादव,Utilities,Additional water procurement costs,Water wastage and contamination,नाराज,2025-02-05,17,N/A,1052,,Disruption of daily life and hygiene,281306,In Progress,Sadabad,,2025-02-05,हमारे क्षेत्र में पानी की सप्लाई बहुत अनियमित है। कभी-कभी कई दिनों तक पानी नहीं आता है। यह बहुत परेशानी का कारण बनता है।,6491982916,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,27.45,False,19,Water Supply Department
79.4917,example1053@gmail.com,सड़कें,आगरा,2025-02-05 01:41:04,Sample Title 1053,गीता देवी,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,गुस्सा,2025-02-05,6,N/A,1053,,Increased accidents and injuries,285206,Open,Nadigaon,,2025-02-05,"हमारी सड़कों की हालत बहुत खराब है, हर जगह गड्ढे हैं। गाड़ी चलाना बहुत खतरनाक हो गया है!",6306278975,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,26.0083,False,55,Public Works Department
83.2833,example1054@gmail.com,बिजली की समस्या,वाराणसी,2025-02-05 01:41:04,Sample Title 1054,सुमन शर्मा,Utilities,Increased electricity costs,Increased generator usage causing pollution,असंतुष्ट,2025-02-05,30,N/A,1054,,Disruption of daily activities,275204,In Progress,Sadat,,2025-02-05,हमारे क्षेत्र में बिजली कटौती बहुत बार होती है। इस गर्मी में पंखा तक नहीं चलता!,8907181113,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,25.6833,False,31,Electricity Department
83.5,example1055@gmail.com,कचरा प्रबंधन,मेरठ,2025-02-05 01:41:04,Sample Title 1055,विक्रम कुमार,Sanitation,Increased healthcare costs,Pollution and contamination,निराश,2025-02-05,18,N/A,1055,,Health hazards and unhygienic conditions,277201,Open,Bairia,,2025-02-05,"कचरा उठाने का काम नियमित नहीं होता है, और सड़कों पर कचरा पड़ा रहता है। इससे बुरी गंध फैलती है।",9716125306,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,24.2833,False,16,Sanitation Department
79.9467,example1056@gmail.com,पुलिस का व्यवहार,अलीगढ़,2025-02-05 01:41:04,Sample Title 1056,राजेश मिश्रा,Law Enforcement,Loss of time and resources in following up complaints,None,निराश,2025-02-05,9,N/A,1056,,Decreased public trust in law enforcement,209115,In Progress,Rajpur (Kanpur),,2025-02-05,"स्थानीय पुलिस से शिकायत करने गया था, लेकिन वे मेरी मदद करने के बजाय मुझे डांटते रहे।",9590526668,2025-02-05 01:41:04,UP Police Modernization Act 2021,Police Services,High,N/A,27.01,False,54,UP Police Department
82.1167,example1057@gmail.com,सार्वजनिक परिवहन,कानपुर,2025-02-05 01:41:04,Sample Title 1057,शिवानी देवी,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,निराश,2025-02-05,25,N/A,1057,,Inconvenience for daily commuters,230302,Closed,Jamtali,,2025-02-05,"हमारी बसों में बहुत भीड़ होती है, और कभी-कभी तो बसें आती ही नहीं। ऑफिस जाने के लिए समय पर पहुंचना मुश्किल हो जाता है।",6934634081,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,25.85,False,37,Transport Department
77.3378,example1058@gmail.com,यातायात की समस्या,नोएडा,2025-02-05 01:41:04,Sample Title 1058,नरेश चंद्र,Transportation,Loss of productivity,Increased pollution due to traffic congestion,चिढ़ा हुआ,2025-02-05,27,N/A,1058,,Inconvenience for daily commuters,222136,Closed,Jalalpur Jaunpur,,2025-02-05,हर दिन ट्रैफिक जाम में फंसना एक बड़ी समस्या बन गया है। घंटों गाड़ी में फंसा रहता हूं।,8225375558,2025-02-05 01:41:04,UP Traffic Management Act 2016,Traffic Management,Medium,N/A,29.6522,True,6,Traffic Police Department
82.1833,example1059@gmail.com,भ्रष्टाचार,गोरखपुर,2025-02-05 01:41:04,Sample Title 1059,रितिका गुप्ता,Governance,Increased costs due to bribery,None,निराश,2025-02-05,26,N/A,1059,,Decreased public trust in government services,221503,Open,Handia,,2025-02-05,सरकारी दफ्तरों में काम कराने के लिए रिश्वत देनी पड़ती है। यह सब बहुत demoralizing हो गया है।,7069127876,2025-02-05 01:41:04,UP Anti-Corruption Act 2018,Corruption Control,High,N/A,25.3833,False,54,Anti-Corruption Bureau
78.2611,example1060@gmail.com,स्वास्थ्य सेवाएं,झांसी,2025-02-05 01:41:04,Sample Title 1060,संजय यादव,Healthcare,Increased medical expenses,None,चिंतित,2025-02-05,18,N/A,1060,,Poor health outcomes,202139,In Progress,K G Works,,2025-02-05,सरकारी अस्पतालों में इलाज की सुविधा बहुत कम है। डॉक्टर और दवाइयां भी उपलब्ध नहीं हैं।,6004528996,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,27.9611,True,51,Health Department
80.4667,example1061@gmail.com,शिक्षा,बरेली,2025-02-05 01:41:04,Sample Title 1061,प्रियंका सिंह,Education,Increased private tuition costs,None,गुस्सा,2025-02-05,29,N/A,1061,,Poor educational outcomes,261141,Closed,Maholi,,2025-02-05,हमारे सरकारी स्कूलों में शिक्षा का स्तर बहुत खराब है। बच्चों को कुछ भी सीखने को नहीं मिलता।,8894233919,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,27.6667,False,52,Education Department
83.7,example1062@gmail.com,,"Etawah, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1062,Sanjay Kumar,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,26,N/A,1062,Garbage,Health hazards and unhygienic conditions,273411,Closed,Gagaha,,2025-02-05,"The garbage in our locality has been accumulating for days, and no one is coming to clean it. It’s becoming a serious health hazard, attracting flies and other pests.",9194075206,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,27.4333,False,14,Sanitation Department
80.1772,example1063@gmail.com,,"Siddharthnagar, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1063,Vivek Sharma,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Anger,2025-02-05,13,N/A,1063,Roads,Increased accidents and injuries,222105,Closed,Ram Dayalganj,,2025-02-05,"The roads in our area are riddled with potholes, and the authorities have ignored the problem. It’s dangerous for both pedestrians and drivers.",8571384715,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,27.6261,False,27,Public Works Department
77.8167,example1064@gmail.com,,"Maharajganj, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1064,Pooja Verma,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,22,N/A,1064,Public Transport,Inconvenience for daily commuters,245402,Open,B B Bagar,,2025-02-05,"The buses in our city are old, uncomfortable, and overcrowded. We often have to wait for long hours to get a seat, especially during peak hours.",7633309851,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,28.7167,False,18,Transport Department
79.4917,example1065@gmail.com,,"Kanpur Dehat, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1065,Rohit Kumar,Healthcare,Increased medical expenses,None,Concern,2025-02-05,22,N/A,1065,Health Services,Poor health outcomes,285206,Open,Nadigaon,,2025-02-05,"The local health center is always understaffed, and patients have to wait for hours. The staff is overworked and doesn’t seem to care much about the patients' well-being.",6670217631,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,26.0083,True,17,Health Department
82.85,example1066@gmail.com,,"Aligarh, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1066,Anjali Yadav,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,5,N/A,1066,Police & Law,Increased fear and insecurity among residents,224122,Open,Akbarpur (Faizabad),,2025-02-05,"I have reported an ongoing theft issue in our area, but the police have not taken any serious action. The situation is getting worse, and I fear for my safety.",8102506861,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,26.3667,True,57,Police Department
83.2667,example1067@gmail.com,,"Ghazipur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1067,Ravi Verma,Education,Increased private tuition costs,None,Concern,2025-02-05,25,N/A,1067,Education,Poor educational outcomes,232104,Closed,Chandauli,,2025-02-05,"Our local school has very few teachers, and the ones present are not qualified. The lack of proper facilities and resources is affecting the quality of education for students.",6515022489,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,25.2667,True,20,Education Department
79.35,example1068@gmail.com,,"Mirzapur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1068,Suresh Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Disappointment,2025-02-05,8,N/A,1068,Water Supply,Disruption of daily life and hygiene,285133,In Progress,Raithur,,2025-02-05,"We are facing constant water supply disruptions, especially during the summer. It's very difficult for people to even access clean drinking water.",8739784410,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,26.15,True,70,Water Supply Department
77.55,example1069@gmail.com,,"Bijnor, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1069,Vikram Singh,Utilities,Increased electricity costs,Increased generator usage causing pollution,Anger,2025-02-05,17,N/A,1069,Electricity,Disruption of daily activities,203201,Closed,Dankaur,,2025-02-05,"We face frequent power cuts, and the authorities don’t provide any explanation or estimated time for the restoration of electricity. It’s incredibly inconvenient, especially during the night.",6405082469,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,28.35,True,70,Electricity Department
80.1772,example1070@gmail.com,,"Jalaun, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1070,Rohit Sharma,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,13,N/A,1070,Garbage,Health hazards and unhygienic conditions,222110,In Progress,I I T Siddiqpur,,2025-02-05,"There is always garbage piling up on the streets, and no one comes to collect it on time. The situation is unhygienic and is causing an unpleasant stench.",9638024962,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,27.6261,True,51,Sanitation Department
83.1794,example1071@gmail.com,,"Banda, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1071,Anil Yadav,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Frustration,2025-02-05,9,N/A,1071,Roads,Increased accidents and injuries,221115,Closed,Tanda Kalan,,2025-02-05,"The roads in our area are in terrible condition. The potholes and uneven surfaces are damaging our vehicles, and the local authorities haven't done anything to fix it.",6967998840,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,25.6475,False,91,Public Works Department
82.65,example1072@gmail.com,,"Fatehpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1072,Kavita Verma,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Annoyance,2025-02-05,27,N/A,1072,Public Transport,Inconvenience for daily commuters,271209,Open,Jaiprabha Gram,,2025-02-05,"The buses are often late, and there's no proper schedule. Sometimes, we have to wait for hours just to catch one bus, making it difficult to go about our daily activities.",9892413346,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,27.5167,False,61,Transport Department
